qmdbId,movieId,tmdbId,imdbId,year,genre_kws,description_kws,cast_kws
1992,6643,11190,376968,2003,"['thriller', 'mystery', 'drama']","['speedo', 'journal', 'brother', 'return', 'heavy', 'rain']","['Vdovina', 'Nataliya', 'Konstantin', 'Garin', 'Vladimir', 'Lavronenko', 'Andrey', 'Zvyagintsev']"
1993,6644,11866,377062,2004,"['action', 'thriller', 'adventure', 'drama']","['airplane', 'water', 'for', 'desert', 'robbery', 'disaster', 'struggle', 'gobi', 'crash', 'survival']","['Tyrese', 'Gibson', 'Ribisi', 'Dennis', 'Giovanni', 'Quaid', 'John', 'Moore']"
1994,6645,12281,377091,2004,"['crime', 'drama']","['gay', 'invite', 'friends', 'party', 'lake', 'brother', 'bully', 'drug', 'man', 'naked', 'prank', 'birthday', 'suicide', 'alcohol', 'oregon', 'secret', 'dare', 'love']","['Scott', 'Morgan', 'Trevor', 'Rory', 'Culkin', 'Mechlowicz', 'Jacob', 'Aaron', 'Estes']"
1995,6646,10320,377109,2005,"['thriller', 'drama', 'horror']","['reporter', 'bath', 'institution', 'son', 'novel', 'based', 'woman', 'nightmare', 'sequel', 'vision', 'mental', 'on', 'videotape', 'child', 'tub', 'vs', 'evil', 'remake', 'nun', 'good']","['Simon', 'Elizabeth', 'Naomi', 'Baker', 'Watts', 'Perkins', 'Hideo', 'Nakata']"
1996,6651,464,382330,2004,"['drama', 'comedy', 'music', 'romance']","['music', 'heart', 'of', 'mentally', 'church', 'dying', 'sweden', 'suppressed', 'choir', 'mother', 'choirmaster', 'love', 'disabled', 'and', 'conductor', 'concert', 'pastor', 'husband', 'village', 'secret', 'attack', 'father', 'underdog', 'loss', 'individual', 'death', 'violent', 'past']","['Nyqvist', 'Hallgren', 'Helen', 'Sjöholm', 'Michael', 'Frida', 'Kay', 'Pollak']"
1997,6655,11658,386064,2004,"['history', 'adventure', 'action', 'war', 'drama']","['south', 'air', 'korea', 'pyre', 'war', 'archaeologist', 'korean', 'raid', 'north']","['Jang', 'Eun-ju', 'Won', 'Dong-gun', 'Bin', 'Lee', 'Kang', 'Je-gyu']"
1998,6661,291,389326,2004,['documentary'],"['california', 'surfboard', 'surfer', 'extremsport', 'sun', 'beach', 'sea', 'wave', 'hawaii', 'ocean', 'lifestyle']","['Jeff', 'Doerner', 'Laird', 'Darrick', 'Hamilton', 'Clark', 'Stacy', 'Peralta']"
1999,6664,8357,399877,2004,['documentary'],"['pseudoscience', 'director', 'woman', 'age', 'quantum', 'alternate', 'consciousness', 'docudrama', 'mysticism', 'new', 'world', 'fantasy', 'theology', 'parallel', 'dimension']","['Marlee', 'Blanche', 'Hendrix', 'Robert', 'Elaine', 'Matlin', 'William', 'Arntz']"
2000,6665,3509,405296,2006,"['thriller', 'fiction', 'science', 'animation']","['california', 'test', 'future', 'surveillance', 'dream', 'condition', 'substance', 'novel', 'cyberpunk', 'drug', 'exam', 'based', 'neo-noir', 'undercover', 'dystopia', 'on', 'brain', 'corporation', 'assignment', 'schizophrenic', 'totalitarian', 'cocaine', 'detective']","['Ryder', 'Winona', 'Woody', 'Keanu', 'Reeves', 'Harrelson', 'Richard', 'Linklater']"
2001,6670,70,405159,2004,['drama'],"['transporter', 'strong', 'advancement', 'trainer', 'attempt', 'boxer', 'training', 'fate', 'dying', 'female', 'protagonist', 'of', 'sport', 'stroke', 'suicide', 'determination', 'death', 'boxing', 'woman', 'and']","['Eastwood', 'Freeman', 'Morgan', 'Clint', 'Swank', 'Hilary', 'Clint', 'Eastwood']"
2002,6674,205,395169,2004,"['war', 'drama', 'history']","['refugee', 'militia', 'in', 'violence', 'african', 'rwanda', 'atrocity', 'camp', 'murder', 'genocide', 'nations', 'body', 'cruelty', 'death', 'slaughter', 'united', 'dead']","['Nolte', 'Sophie', 'Nick', 'Cheadle', 'Okonedo', 'Don', 'Terry', 'George']"
2003,6677,118,367594,2005,"['fantasy', 'comedy', 'adventure', 'family']","['england', 'overweight', 'father', 'london', 'grandfather', 'son', 'novel', 'parents', 'based', 'grandson', 'worker', 'chocolate', 'candy', 'child', 'teacher', 'on', 'factory', 'kids', 'relationship']","['Freddie', 'David', 'Johnny', 'Kelly', 'Depp', 'Highmore', 'Tim', 'Burton']"
2004,6679,421,362270,2004,"['comedy', 'adventure', 'drama']","['making', 'film', 'loss', 'red', 'ship', 'of', 'mother', 'cynic', 'ocean', 'cap']","['Anjelica', 'Blanchett', 'Murray', 'Huston', 'Cate', 'Bill', 'Wes', 'Anderson']"
2005,6680,2567,338751,2004,['drama'],"['test', 'phobia', 'biography', 'flight', 'ladykiller', 'boat', 'u.s.', 'pilot', 'flying', 'congress', 'womanizer', 'aviation']","['Beckinsale', 'DiCaprio', 'Blanchett', 'Leonardo', 'Cate', 'Kate', 'Martin', 'Scorsese']"
2006,6681,9833,293508,2004,"['thriller', 'drama', 'romance']","['product', 'mask', 'dancing', 'rooftop', 'placement', 'breaking', 'auction', 'black', 'disfigurement', 'mirror', 'villain', 'face', 'opera', 'musical', 'wheelchair', 'and', '1910s', 'white', 'based', 'rose', 'heroine', 'on', 'theater', 'stage', 'obsession', 'disfigured', 'tragic', 'remake', 'singer']","['Emmy', 'Gerard', 'Patrick', 'Wilson', 'Butler', 'Rossum', 'Joel', 'Schumacher']"
2007,6682,6478,363473,2004,"['music', 'drama']","['rowboat', 'perfectionist', 'courtship', 'musical']","['Spacey', 'John', 'Goodman', 'Kevin', 'Kate', 'Bosworth', 'Kevin', 'Spacey']"
2008,6684,1901,385267,2004,"['comedy', 'drama', 'romance']","['bad', 'daughter', 'midlife', 'crisis', 'boss']","['Topher', 'Scarlett', 'Dennis', 'Johansson', 'Quaid', 'Grace', 'Paul', 'Weitz']"
2009,6685,693,290002,2004,"['comedy', 'romance']","['son', 'parents', 'jew', 'sex', 'just', 'florida', 'married', 'bad', 'father-in-law', 'family', 'illegitimate', 'therapy', 'upbringing', 'orderly', 'cia', 'anti-authoritarian', 'parents-in-law', 'kids', 'relationship']","['Ben', 'De', 'Robert', 'Stiller', 'Niro', 'Polo', 'Teri', 'Jay', 'Roach']"
2010,6688,11162,379889,2004,"['drama', 'romance']","['credit', 'century', 'salesperson', 'in', 'jew', 'suitor', 'ship', 'money', '16th', 'falling', 'meat', 'venice', 'love', 'shakespeare']","['Jeremy', 'Irons', 'Fiennes', 'Al', 'Pacino', 'Joseph', 'Michael', 'Radford']"
2011,6690,15045,396592,2004,"['comedy', 'family', 'drama']",[],"['III', 'Jermaine', 'Anderson', 'Thompson', 'Kenan', 'Shedrack', 'Williams', 'Joel', 'Zwick']"
2012,6692,11804,375210,2005,"['thriller', 'drama', 'horror']","['logbook', 'in', 'bedridden', 'paranormal', 'voice', 'audio', 'supernatural', 'wheelchair', 'phenomena', 'electronic', 'near', 'air', 'time', 'lifting', 'control', 'remote', 'cassette', 'waterfront', 'miss', 'loss', 'death', 'person', 'inspector']","['Deborah', 'Chandra', 'Michael', 'Keaton', 'Unger', 'West', 'Kara', 'Geoffrey', 'Sax']"
2013,6693,11354,365885,2005,"['comedy', 'drama']","['anger', 'alcoholic', 'college', 'lie', 'flashback', 'friendship', 'funeral', 'drunk', 'dysfunctional', 'marijuana', 'neighbor', 'sex', 'grief']","['Christensen', 'Joan', 'Costner', 'Kevin', 'Erika', 'Allen', 'Mike', 'Binder']"
2014,6700,25350,373024,2004,"['comedy', 'drama']","['mission', 'suicide']","['Sigourney', 'Ryan', 'Weaver', 'Emile', 'Donowho', 'Hirsch', 'Dan', 'Harris']"
2015,6708,9947,357277,2005,"['action', 'fantasy']","['assassin', 'book', 'based', 'spin', 'arts', 'female', 'comic', 'martial', 'off', 'on']","['Goran', 'Jennifer', 'Visnjic', 'Will', 'Garner', 'Yun', 'Lee', 'Rob', 'Bowman']"
2016,6709,6439,376105,2005,['comedy'],"['zebra', 'animals', 'farm', 'horse', 'of', 'crisis', 'identity', 'love']","['Frankie', 'Moore', 'Mandy', 'Panettiere', 'Muniz', 'Hayden', 'Frederik', 'Du', 'Chau']"
2017,6710,7214,393162,2005,['drama'],"['scholarship', 'in', 'violence', 'high', 'people', 'black', 'sport', 'teacher', 'school', 'students', 'autoritian', 'schools', 'education', 'teachers', 'basketball', 'and']","['Brown', 'L.', 'Robert', ""Ri'chard"", 'Jackson', 'Rob', 'Samuel', 'Thomas', 'Carter']"
2018,6722,613,363163,2004,"['war', 'drama', 'history']","['ideology', 'hitler', 'war', 'world', 'adolf', 'victory', 'despair', 'ultimate', 'race', 'berlin', 'soviet', 'clerk', 'dying', 'poison', 'dictator', 'shepherd', 'historical', 'and', 'party', 'troops', 'testament', 'minister', 'socialist', 'traitor', 'german', 'destroy', 'capitulation', 'figure', 'politics', 'national', 'death', 'ii', 'socialism']","['Corinna', 'Bruno', 'Alexandra', 'Ganz', 'Lara', 'Maria', 'Harfouch', 'Oliver', 'Hirschbiegel']"
2019,6723,8978,398712,2005,['thriller'],"['molotow', 'abuse', 'prisoners', 'transport', 'bus', 'of', 'day', 'silencer', 'night', 'survival', 'prison', 'exploding', 'mexican', 'goggles', 'violence', 'police', 'dying', 'drug', 'deception', 'corruption', 'junkie', 'cell', 'brutality', 'gun', ""year's"", 'and', 'michigan', 'power', 'outage', 'shootout', 'machine', 'detroit', 'storm', 'snow', 'vision', 'standoff', 'new', 'death', 'remake', 'cocktail']","['Laurence', 'Byrne', 'Hawke', 'Ethan', 'Gabriel', 'Fishburne', 'Jean-FranÃ§ois', 'Richet']"
2020,6724,11637,368578,2005,"['comedy', 'adventure', 'family', 'romance']","['macho', 'children', 'car', 'journey', 'pretty', 'road', 'woman', 'trip', 'trouble']","['Long', 'Cube', 'Aleisha', 'Allen', 'Ice', 'Nia', 'Brian', 'Levant']"
2021,6725,12142,369226,2005,"['action', 'fantasy', 'thriller', 'horror']","['darkness', 'scene', 'life-form', 'monster', 'paranormal', 'sequence', 'motion', 'professor', 'alien', 'zombie', 'flashback', 'game', 'based', 'museum', 'island', 'on', 'artifact', 'video', 'slow', 'detective', 'occultism']","['Reid', 'Christian', 'Stephen', 'Dorff', 'Slater', 'Tara', 'Uwe', 'Boll']"
2022,6726,11096,382077,2005,"['thriller', 'mystery', 'horror']","['house', 'friend', 'loss', 'imaginary', 'of', 'wife', 'suspense']","['Famke', 'Fanning', 'Dakota', 'Janssen', 'De', 'Niro', 'Robert', 'John', 'Polson']"
2023,6727,8968,357507,2005,"['thriller', 'mystery', 'drama', 'horror']","['childhood', 'nightmare', 'break-up', 'hallucination', 'trauma', 'hometown', 'psychotherapy']","['Barry', 'Bartusiak', 'Skye', 'Emily', 'Watson', 'Deschanel', 'McCole', 'Stephen', 'T.', 'Kay']"
2024,6728,6961,372532,2005,"['comedy', 'romance']","['fake', 'callboy', 'novel', 'director', 'based', 'woman', 'escort', 'boyfriend', 'wedding', 'on']","['Dermot', 'Messing', 'Debra', 'Adams', 'Mulroney', 'Amy', 'Clare', 'Kilner']"
2025,6746,4935,347149,2004,"['fantasy', 'adventure', 'animation']","['scarecrow', 'anime', 'witch', 'flying', 'exchange', 'castle', 'rain', 'body', 'hatter', 'demon', 'bakery']","['Miwa', 'Tatsuya', 'Gashûin', 'Kimura', 'Akihiro', 'Takuya', 'Hayao', 'Miyazaki']"
2026,6747,8953,348121,2004,"['science', 'fiction', 'fantasy', 'animation']","['england', 'kugel', 'steampunk', 'century', 'revolution', '19th', 'energy', 'steam', 'industrial', 'ball', 'inventor', 'boy']","['Anne', 'Nakamura', 'Masane', 'Katsuo', 'Suzuki', 'Tsukayama', 'Katsuhiro', 'Å\x8ctomo']"
2027,6748,8488,386588,2005,"['comedy', 'drama', 'romance']","['comedy', 'speed', 'dating', 'romantic', 'date']","['Smith', 'James', 'Kevin', 'Will', 'Eva', 'Mendes', 'Andy', 'Tennant']"
2028,6749,13682,407121,2005,"['family', 'animation']",[],"['John', 'Jim', 'Fiedler', 'Cummings', 'Hopkins', 'Nikita', 'Frank', 'Nissen']"
2029,6750,12228,418753,2005,"['documentary', 'history']","['sexual', 'usa', 'revolution', '1970s', 'sex', 'unsimulated']","['Peter', 'Warren', 'Dennis', 'Hopper', 'Bart', 'Beatty', 'Fenton', 'Bailey']"
2030,6751,57825,361411,2004,"['comedy', 'music', 'drama', 'romance']","['lead', 'pride', 'director', 'indian', 'bollywood', 'prejudice', 'modern', 'adaptation', 'day', '&', 'woman']","['Aishwarya', 'Andrews', 'Bachchan', 'Henderson', 'Martin', 'Naveen', 'Rai', 'Gurinder', 'Chadha']"
2031,6753,10214,362165,2005,"['adventure', 'fantasy', 'family', 'comedy']","['mask', 'viking', 'baby']","['Kennedy', 'Howard', 'Alan', 'Jamie', 'Cumming', 'Traylor', 'Lawrence', 'Guterman']"
2032,6754,17880,317132,2005,"['comedy', 'family', 'drama']",[],"['Jeff', 'Cicely', 'Daniels', 'Tyson', 'AnnaSophia', 'Robb', 'Wayne', 'Wang']"
2033,6760,3040,403358,2004,"['action', 'fantasy', 'thriller']","['airplane', 'owl', 'blood', 'moscow', 'fight', 'witch', 'guard', 'subway', 'todfeind']","['Tyunina', 'Khabenskiy', 'Menshov', 'Konstantin', 'Galina', 'Vladimir', 'Timur', 'Bekmambetov']"
2034,6762,13498,331933,2005,"['action', 'comedy']",[],"['Tommy', 'Christina', 'Jones', 'the', 'Cedric', 'Milian', 'Entertainer', 'Lee', 'Stephen', 'Herek']"
2035,6763,9470,373074,2004,"['action', 'crime', 'comedy', 'fantasy']","['mafia', 'comedy', 'policeman', 'fu', 'anarchic', 'kung', 'gangster', 'defense', 'magic']","['Chow', 'Wah', 'Stephen', 'Qiu', 'Yuen', 'Stephen', 'Chow']"
2036,6774,16186,422093,2005,"['comedy', 'drama', 'romance']",[],"['Tyler', 'Elise', 'Kimberly', 'Harris', 'Perry', 'Steve', 'Darren', 'Grant']"
2037,6775,10012,257516,2005,"['comedy', 'horror']","['transformation', 'sister', 'supernatural', 'werewolf', 'brother', 'bite', 'powers', 'relationship']","['Eisenberg', 'Ricci', 'Portia', 'Christina', 'Rossi', 'Jesse', 'de', 'Wes', 'Craven']"
2038,6776,10022,395699,2005,"['comedy', 'family', 'action', 'thriller', 'drama']","['children', 'male', 'bodybuilder', 'family', 'guard', 'soldier', 'of', 'body', 'husband', 'death', 'u.s.', 'scientist', 'nanny']","['Graham', 'Lauren', 'Vin', 'Diesel', 'Faith', 'Ford', 'Adam', 'Shankman']"
2039,6777,4551,377471,2005,"['crime', 'comedy']","['recording', 'mafia', 'business', 'music', 'club', 'pawnshop', 'contract', 'baseball', 'bat', 'russian', 'night', 'widow', 'studio']","['Vaughn', 'Travolta', 'John', 'Vince', 'Thurman', 'Uma', 'F.', 'Gary', 'Gray']"
2040,6780,2026,340163,2005,"['thriller', 'drama', 'crime', 'mystery']","['kidnapping', 'police', 'home', 'operation', 'invasion', 'fbi', 'negotiator', 'hostage', 'situation']","['Bruce', 'Bennett', 'Kevin', 'Jimmy', 'Willis', 'Pollak', 'Florent-Emilio', 'Siri']"
2041,6781,9928,358082,2005,"['comedy', 'fiction', 'science', 'family', 'animation']","['robot', 'dishonesty', 'inventor', 'business', 'man']","['Halle', 'Robin', 'McGregor', 'Berry', 'Williams', 'Ewan', 'Chris', 'Wedge']"
2042,6794,42222,76245,1977,['drama'],"['playwright', 'friends']","['Jason', 'Vanessa', 'Jane', 'Redgrave', 'Fonda', 'Robards', 'Fred', 'Zinnemann']"
2043,6797,13374,396652,2005,"['comedy', 'family', 'drama']","['teenage', 'girl', 'figure', 'teenager', 'sport', 'movie', 'teen', 'skating']","['Joan', 'Michelle', 'Stewart', 'Trachtenberg', 'Amy', 'Cusack', 'Tim', 'Fywell']"
2044,6799,10040,385307,2005,"['action', 'comedy']","['press', 'conference', 'america', 'ship', 'agent', 'ransom', 'fbi', 'miss']","['Enrique', 'Regina', 'Sandra', 'Murciano', 'King', 'Bullock', 'John', 'Pasquin']"
2045,6800,11638,372237,2005,"['comedy', 'romance']","['jealousy', 'people', 'black', 'fiancée', 'parents-in-law', 'trouble']","['Ashton', 'Mac', 'Saldana', 'Bernie', 'Zoe', 'Kutcher', 'Kevin', 'Rodney', 'Sullivan']"
2046,6801,540,367631,2004,['action'],"['girl', 'in', 'spy', 'rocker', 'french', 'film', 'female', 'plaid', 'operation', 'coming', 'subversion', 'lgbt', 'spoof', 'woman', 'lesbian', 'based', 'metrosexual', 'synching', 'the', 'on', 'german', 'thesis', 'covert', 'director', 'out', 'protagonist', 'lip', 'agent', 'punk', 'uniform', 'short', 'schoolgirl', 'closet']","['Foster', 'Jordana', 'Brewster', 'Sara', 'Good', 'Meagan', 'Angela', 'Robinson']"
2047,6803,48463,374639,2004,"['comedy', 'adventure', 'horror']",[],"['Beistain', 'Kitana', 'Gabriel', 'Herzog', 'Werner', 'Baker', 'Zak', 'Penn']"
2048,6819,17113,357110,2005,['drama'],"['arson', 'scythe', 'nudity', 'independent', 'director', 'egg', 'film', 'commune', 'female', 'tom', 'incest', 'runaway', 'face', 'illness', 'environmentalism', 'peeping', 'woman', 'slap', 'diabetic']","['Camilla', 'Catherine', 'Day-Lewis', 'Keener', 'Daniel', 'Belle', 'Rebecca', 'Miller']"
2049,6820,187,401792,2005,"['action', 'crime', 'thriller']","['book', 'scene', 'black', 'mercedes', 'color', 'silhouette', 'held', 'thing', 'novel', 'captive', 'mysterious', 'killer', 'right', 'and', 'white', 'based', 'neo-noir', 'the', 'graphic', 'to', 'dystopia', 'on', 'doing', 'comic']","['Jessica', 'Alba', 'Aoki', 'Owen', 'Devon', 'Clive', 'Robert', 'Rodriguez']"
2050,6821,14177,388500,2005,"['comedy', 'romance']",[],"['Alicia', 'Latifah', 'Silverstone', 'Andie', 'MacDowell', 'Queen', 'Bille', 'Woodruff']"
2051,6823,7364,318649,2005,"['comedy', 'adventure', 'mystery', 'action', 'drama']","['ironclad', 'ship', 'tyrant']","['Matthew', 'Zahn', 'Cruz', 'McConaughey', 'Penélope', 'Steve', 'Breck', 'Eisner']"
2052,6824,11431,332047,2005,"['comedy', 'drama', 'romance']","['fanatic', 'problems', 'red', 'fenway', 'sport', 'baseball', 'teacher', 'park', 'sox', 'relationship']","['Jason', 'Barrymore', 'Spevack', 'Drew', 'Jimmy', 'Fallon', 'Bobby', 'Farrelly']"
2053,6842,39851,388838,2004,['drama'],"['estranged', 'son', 'addiction', 'drug', 'addict', 'recovering']","['Nolte', 'Béatrice', 'Nick', 'Maggie', 'Cheung', 'Dalle', 'Olivier', 'Assayas']"
2054,6843,7453,371724,2005,"['comedy', 'fiction', 'science', 'adventure', 'family']","['england', 'show', 'stop', 'android', 'of', 'motion', 'galaxy', 'hyperspace', 'alien', 'survival', 'bureaucracy', 'meaning', 'radio', 'novel', 'life', 'earth', 'robot', 'intergalactic', 'dolphin', 'destruction', 'based', 'everyman', 'space', 'chase', 'talking', 'on', 'islington', 'spaceship', 'attack', 'invasion', 'hitchhiker', 'bathrobe', 'travel']","['Sam', 'Rockwell', 'Zooey', 'Freeman', 'Martin', 'Deschanel', 'Garth', 'Jennings']"
2055,6846,10065,384806,2005,"['thriller', 'drama', 'horror']","['holy', 'in', 'chopping', 'moving', 'paranormal', 'true', 'water', 'violence', 'family', 'dinner', 'tortured', 'based', 'long', 'island', 'wood', 'supposedly', 'to', 'on', 'backwards', 'story', 'death', 'remake']","['Melissa', 'Reynolds', 'Ryan', 'George', 'James', 'Jesse', 'Andrew', 'Douglas']"
2056,6849,24363,372334,2005,"['comedy', 'drama']","['self-discovery', 'friendship']","['Robin', 'David', 'Anton', 'Duchovny', 'Yelchin', 'Williams', 'David', 'Duchovny']"
2057,6851,8976,391304,2005,['comedy'],"['comedy', 'york', 'flight', 'angeles', 'female', 'new', 'romantic', 'shyness', 'los', 'career', 'male', 'relationship', 'travel']","['Peet', 'Ashton', 'Aimee', 'Garcia', 'Amanda', 'Kutcher', 'Nigel', 'Cole']"
2058,6853,11679,329774,2005,"['crime', 'adventure', 'mystery', 'action', 'thriller', 'drama']","['helicopter', 'washington', 'usa', 'secretary', 'military', 'general', 'agent', 'of', ""d'etat"", 'potus', 'coup', 'defense', 'president', 'd.c.', 'insurgent', 'prison']","['Samuel', 'Dafoe', 'L.', 'Cube', 'Jackson', 'Willem', 'Ice', 'Lee', 'Tamahori']"
2059,6854,1495,320661,2005,"['history', 'adventure', 'action', 'war', 'drama']","['epic', 'king', 'religious', 'richard', 'knight', 'templars', 'crusade', 'of', 'order', 'the', 'saladin', 'swordsman']","['Jeremy', 'Irons', 'Orlando', 'Bloom', 'Eva', 'Green', 'Ridley', 'Scott']"
2060,6855,10066,397065,2005,['horror'],"['teenager', 'friends', 'jam', 'american', 'museum', 'wax', 'group', 'murder', 'of', 'ghost', 'town', 'traffic', 'remake', 'football', 'suspense']","['Paris', 'Hilton', 'Elisha', 'Brian', 'Van', 'Cuthbert', 'Holt', 'Jaume', 'Collet-Serra']"
2061,6856,1640,375679,2004,['drama'],"['race', 'car', 'police', 'racism', 'politics', 'angeles', 'social', 'collision', 'daughter', 'los', 'bigotry', 'fall', 'services', 'crash', 'installer']","['Dillon', 'Sandra', 'Cheadle', 'Bullock', 'Matt', 'Don', 'Paul', 'Haggis']"
2062,6863,10913,342272,2005,"['crime', 'comedy', 'drama', 'romance']","['pistol', 'self', 'underdog', 'society', 'friendship', 'esteem', 'secret']","['Angarano', 'Pullman', 'Michael', 'Jamie', 'Bell', 'Bill', 'Thomas', 'Vinterberg']"
2063,6864,10027,342258,2005,"['action', 'crime']","['arts', 'serial', 'martial', 'hitman', 'killer']","['Li', 'Jet', 'Freeman', 'Morgan', 'Hoskins', 'Bob', 'Louis', 'Leterrier']"
2064,6869,1895,121766,2005,"['action', 'fiction', 'science', 'adventure']","['chancel', 'figure', 'star', 'galactic', 'showdown', 'dream', 'childbirth', 'vision', 'hatred', 'sequence', 'expectant', 'mother', 'space', 'death', 'opera', 'war', 'cult']","['Christensen', 'McGregor', 'Natalie', 'Portman', 'Hayden', 'Ewan', 'George', 'Lucas']"
2065,6870,9981,384642,2005,"['comedy', 'family', 'romance']","['father', 'coach', 'son', 'amateur', 'generations', 'relationship', 'soccer', 'sport', 'confilct']","['Duvall', 'Walsh', 'Ferrell', 'Will', 'Robert', 'Kate', 'Jesse', 'Dylan']"
2066,6871,4379,369735,2005,"['comedy', 'romance']","['in', 'mother-in-law', 'bad', 'surgeon', 'dogsitter', 'falling', 'love']","['Jennifer', 'Lopez', 'Jane', 'Michael', 'Fonda', 'Vartan', 'Robert', 'Luketic']"
2067,6878,953,351283,2005,"['family', 'animation']","['zebra', 'penguin', 'hippopotamus', 'giraffe', 'lion']","['Chris', 'Ben', 'Schwimmer', 'David', 'Stiller', 'Rock', 'Eric', 'Darnell']"
2068,6880,14358,438205,2005,"['documentary', 'family']","['contest', 'dancing', 'director', 'competition', 'ballroom', 'documentary', 'dance', 'woman', 'kids']","['Marilyn', 'Agrelo']"
2069,6882,9291,398165,2005,"['comedy', 'drama']","['supervisor', 'american', 'prisoner', 'sport', 'blackmail', 'football', 'prison']","['Chris', 'Reynolds', 'Rock', 'Adam', 'Burt', 'Sandler', 'Peter', 'Segal']"
2070,6883,19316,384504,2004,"['comedy', 'romance']","['director', 'lesbian', 'lgbt', 'woman', 'relationship']","['Joan', 'Michelle', 'Chen', 'Lynn', 'Krusiec', 'Alice', 'Wu']"
2071,6884,921,352248,2005,"['drama', 'romance', 'history']","['daily', 'boxer', 'world', 'hero', 'match', 'biography', 'family', 'life', 'daughter', 'transporter', 'cup', 'netherlands', 'training', 'deprived', 'heavy', 'defeat', 'socially', 'folk', 'weight', 'comeback', ""family's"", 'sport', 'boxing']","['Giamatti', 'Russell', 'Crowe', 'Zellweger', 'Paul', 'Renée', 'Ron', 'Howard']"
2072,6885,9779,403508,2005,"['comedy', 'drama']","['jeans', 'teenage', 'girl', 'novel', 'adult', 'based', 'age', 'holiday', 'female', 'young', 'of', 'coming', 'summer', 'friendship', 'on']","['Bledel', 'Ferrera', 'America', 'Alexis', 'Tamblyn', 'Amber', 'Ken', 'Kwapis']"
2073,6886,9787,355702,2005,['drama'],"['independent', 'director', 'film', 'skateboarding', 'success', 'woman']","['Rasuk', 'De', 'Emile', 'Hirsch', 'Mornay', 'Victor', 'Rebecca', 'Catherine', 'Hardwicke']"
2074,6889,787,356910,2005,"['action', 'thriller', 'comedy', 'drama']","['assassin', 'gunfight', 'rifle', 'assault', 'married', 'decoy', 'couple', 'hitman', 'job', 'bomb', 'crisis', 'marriage', 'bullet', 'wound', 'dysfunctional', 'gun', 'identity', 'secret']","['Vaughn', 'Jolie', 'Pitt', 'Angelina', 'Vince', 'Brad', 'Doug', 'Liman']"
2075,6890,14199,424774,2005,"['fiction', 'science', 'adventure', 'family']","['outcast', 'imaginary', 'friend']","['Lautner', 'Taylor', 'Dooley', 'Boyd', 'Cayden', 'Robert', 'Rodriguez']"
2076,6891,10226,338095,2003,"['thriller', 'mystery', 'horror']","['gore', 'bound', 'violence', 'and', 'home', 'saw', 'french', 'extremism', 'farmhouse', 'murder', 'extreme', 'maniac', 'invasion', 'new', 'circular', 'gagged', 'mass', 'survival', 'insanity']","['Philippe', 'Maïwenn', 'Cécile', 'Nahon', 'de', 'France', 'Alexandre', 'Aja']"
2077,6893,12109,388139,2004,"['comedy', 'music', 'drama']","['recording', 'british', 'disc', 'ibiza', 'based', 'loss', 'family', 'story', 'of', 'cocaine', 'true', 'jockey', 'on', 'comeback', 'studio', 'disabled']","['Magowan', 'Paul', 'Neil', 'Kaye', 'Maskell', 'Kate', 'Michael', 'Dowse']"
2078,6896,11620,43949,1951,"['romance', 'drama', 'history']","['rome', 'kaiser', 'nero', 'epic', 'ancient']","['Taylor', 'Deborah', 'Genn', 'Leo', 'Robert', 'Kerr', 'Mervyn', 'LeRoy']"
2079,6897,272,372784,2005,"['action', 'crime', 'drama']","['vs', 'book', 'arts', 'rivalry', 'romance', 'of', 'martial', 'doctor', 'powers', 'himalaya', 'hero', 'city', 'unfulfilled', 'super', 'master', 'fighting', 'by', 'villain', 'dc', 'crime', 'escapade', 'fighter', 'evil', 'identity', 'love', 'and', 'based', 'comics', 'gotham', 'society', 'the', 'undercover', 'on', 'ninja', 'secret', 'superhero', 'good', 'father', 'vigilante', 'loss', 'unfulfillment', 'tragic', 'haunted', 'comic', 'past']","['Christian', 'Neeson', 'Caine', 'Bale', 'Michael', 'Liam', 'Christopher', 'Nolan']"
2080,6898,15648,380623,2005,"['comedy', 'family', 'drama', 'romance']","['matchmaking', 'man-woman', 'mother', 'relation', 'catfishing', 'single']","['Noth', 'Heather', 'Chris', 'Duff', 'Locklear', 'Hilary', 'Mark', 'Rosman']"
2081,6899,9709,382189,2004,"['thriller', 'drama', 'romance']","['england', 'sister', 'moped', 'adult', 'lesbian', 'homosexuality', 'brother', 'female', 'northern', 'summer', 'lgbt', 'friendship', 'tomboy', 'becoming', 'an', 'relationship']","['Considine', 'Press', 'Blunt', 'Natalie', 'Paddy', 'Emily', 'PaweÅ\x82', 'Pawlikowski']"
2082,6901,25248,384488,2004,"['comedy', 'drama']","['film', 'sport', 'independent']","['Kanev', 'Scott', 'Campbell', 'Michael', 'Butcher', 'Adam', 'Michael', 'McGowan']"
2083,6902,11451,400497,2005,"['comedy', 'adventure', 'family', 'romance', 'fantasy']","['race', 'car', 'director', 'nascar', 'victory', 'woman']","['Lindsay', 'Michael', 'Lohan', 'Keaton', 'Dillon', 'Matt', 'Angela', 'Robinson']"
2084,6903,11683,418819,2005,['horror'],"['survivor', 'zombie', 'cage', 'apocalypse', 'dystopia']","['Simon', 'John', 'Dennis', 'Hopper', 'Leguizamo', 'Baker', 'George', 'A.', 'Romero']"
